FPR,TPR
0.0,0.0
0.0,0.008928571428571428
0.0,0.026785714285714284
0.014492753623188406,0.026785714285714284
0.014492753623188406,0.03571428571428571
0.028985507246376812,0.03571428571428571
0.028985507246376812,0.044642857142857144
0.050724637681159424,0.044642857142857144
0.050724637681159424,0.0625
0.06521739130434782,0.0625
0.06521739130434782,0.08035714285714286
0.09420289855072464,0.08035714285714286
0.09420289855072464,0.08928571428571429
0.10869565217391304,0.08928571428571429
0.10869565217391304,0.11607142857142858
0.11594202898550725,0.11607142857142858
0.11594202898550725,0.13392857142857142
0.12318840579710146,0.13392857142857142
0.12318840579710146,0.16071428571428573
0.13043478260869565,0.16071428571428573
0.13043478260869565,0.16964285714285715
0.15217391304347827,0.16964285714285715
0.15217391304347827,0.19642857142857142
0.1956521739130435,0.19642857142857142
0.1956521739130435,0.22321428571428573
0.2028985507246377,0.22321428571428573
0.2028985507246377,0.24107142857142858
0.21014492753623187,0.24107142857142858
0.21014492753623187,0.25
0.21739130434782608,0.25
0.21739130434782608,0.25892857142857145
0.2318840579710145,0.25892857142857145
0.2318840579710145,0.26785714285714285
0.2463768115942029,0.26785714285714285
0.2463768115942029,0.2767857142857143
0.2608695652173913,0.2767857142857143
0.2608695652173913,0.2857142857142857
0.2826086956521739,0.2857142857142857
0.2826086956521739,0.29464285714285715
0.34057971014492755,0.29464285714285715
0.34057971014492755,0.30357142857142855
0.34782608695652173,0.30357142857142855
0.34782608695652173,0.32142857142857145
0.36231884057971014,0.33035714285714285
0.37681159420289856,0.33035714285714285
0.37681159420289856,0.3392857142857143
0.42028985507246375,0.3392857142857143
0.42028985507246375,0.39285714285714285
0.4420289855072464,0.39285714285714285
0.4420289855072464,0.4017857142857143
0.45652173913043476,0.4017857142857143
0.45652173913043476,0.4107142857142857
0.463768115942029,0.4107142857142857
0.463768115942029,0.41964285714285715
0.47101449275362317,0.41964285714285715
0.47101449275362317,0.4732142857142857
0.4782608695652174,0.4732142857142857
0.4782608695652174,0.5
0.5289855072463768,0.5
0.5289855072463768,0.5267857142857143
0.5362318840579711,0.5267857142857143
0.5362318840579711,0.5357142857142857
0.5797101449275363,0.5357142857142857
0.5797101449275363,0.5446428571428571
0.5869565217391305,0.5446428571428571
0.5869565217391305,0.5535714285714286
0.6014492753623188,0.5535714285714286
0.6014492753623188,0.5714285714285714
0.6376811594202898,0.5714285714285714
0.6376811594202898,0.5803571428571429
0.644927536231884,0.5803571428571429
0.644927536231884,0.5982142857142857
0.6521739130434783,0.5982142857142857
0.6521739130434783,0.6071428571428571
0.6594202898550725,0.6071428571428571
0.6594202898550725,0.6785714285714286
0.6666666666666666,0.6785714285714286
0.6666666666666666,0.6875
0.6739130434782609,0.6875
0.6739130434782609,0.7053571428571429
0.6811594202898551,0.7053571428571429
0.6811594202898551,0.7142857142857143
0.6884057971014492,0.7142857142857143
0.6884057971014492,0.7232142857142857
0.7028985507246377,0.7232142857142857
0.7028985507246377,0.7321428571428571
0.717391304347826,0.7321428571428571
0.717391304347826,0.7410714285714286
0.7246376811594203,0.7410714285714286
0.7246376811594203,0.75
0.7391304347826086,0.75
0.7391304347826086,0.7767857142857143
0.7608695652173914,0.7767857142857143
0.7608695652173914,0.8125
0.7681159420289855,0.8125
0.7681159420289855,0.8214285714285714
0.782608695652174,0.8214285714285714
0.782608695652174,0.8303571428571429
0.8043478260869565,0.8303571428571429
0.8043478260869565,0.8482142857142857
0.8188405797101449,0.8482142857142857
0.8188405797101449,0.8660714285714286
0.8188405797101449,0.8839285714285714
0.8478260869565217,0.8839285714285714
0.8478260869565217,0.8928571428571429
0.8913043478260869,0.8928571428571429
0.8913043478260869,0.9017857142857143
0.9057971014492754,0.9017857142857143
0.9057971014492754,0.9107142857142857
0.9565217391304348,0.9107142857142857
0.9565217391304348,0.9375
0.9637681159420289,0.9375
0.9637681159420289,0.9464285714285714
0.9782608695652174,0.9464285714285714
0.9782608695652174,0.9642857142857143
0.9927536231884058,0.9642857142857143
0.9927536231884058,0.9821428571428571
1.0,0.9821428571428571
1.0,1.0
